,title,rating,review_num,price
1853,Mr. Broadway,4,228,$$ - $$$
1854,Amsterdam Burger Co.,4.5,87,$$ - $$$
1855,A Voce,4,207,$$$$
1856,Tournesol Bistro,4.5,151,$$ - $$$
1857,Sauce,4,177,$$ - $$$
1858,Chez Lucienne,4,224,$$ - $$$
1859,The Nuaa,4.5,83,$$ - $$$
1860,Maya,4,203,$$ - $$$
1861,Da Noi,4,126,$$ - $$$
1862,Pennsylvania 6,4,173,$$ - $$$
1863,Ignazios Pizzeria,4,365,$$ - $$$
1864,Bukhara Grill,4,198,$$ - $$$
1865,Dziupla Restaurant,4.5,59,$$ - $$$
1866,Calle Dao,4,108,$$ - $$$
1867,Gotan,4.5,48,$$ - $$$
1868,Teresas Gourmet Cafe,4.5,74,$
1869,Locanda Vini & Olii,4.5,98,$$ - $$$
1870,Artichoke Basilles Pizza,4.5,104,$
1871,Hakubai,4.5,71,$$$$
1872,Anassa Taverna,4,204,$$ - $$$
1873,Cafe Metro,4,128,$
1874,EuroPan Cafe,4,265,$
1875,Bobo,4,166,$$$$
1876,minca,4.5,73,$
1877,Hale and Hearty Soups--Ninth Avenue,4.5,86,$
1878,IHOP,4,118,$
1879,The Churchill,4.5,97,$$ - $$$
1880,Barnes & Noble Bookstore & Cafe,4.5,66,$$ - $$$
1881,Barilla Restaurants,4,245,$$ - $$$
1882,District Social,4,75,$$ - $$$
1883,Rahi,4.5,43,$$ - $$$
1884,Browns Bagels,4.5,66,$
1885,Fresh From Hell,5,34,$
1886,San Marzano,4.5,68,$$ - $$$
1887,Ravagh Persian Grill,4,134,$$ - $$$
1888,San Matteo Pizzeria e Cucina,4.5,54,$$ - $$$
1889,Blue Ribbon Fried Chicken,4,108,$
1890,Don Filippo Restaurant,4.5,78,$
1891,Cha Pas Noodles & Grill,4,111,$$ - $$$
1892,Burger Heaven,4,211,$$ - $$$
1893,Maoz,4.5,115,$
1894,Wolfgangs Steakhouse--Midtown 54th Street,4,373,$$$$
1895,Le Pain Quotidien,4,137,$$ - $$$
1896,Buca di Beppo Italian Restaurant,4,709,$$ - $$$
1897,Ajisen Ramen,4,130,$
1898,The Mad Hatter Saloon,4.5,62,$$ - $$$
1899,Sushi Damo Damo,4,291,$$ - $$$
1900,Superfine,4,143,$$ - $$$
1901,Il Posto Accanto,4.5,69,$$ - $$$
1902,Court Square Diner,4,450,$
1903,Cafe Katja,4.5,84,$$ - $$$
1904,Landmarc Restaurant,4,747,$$ - $$$
1905,Half King,4,167,$$ - $$$
1906,Ricardo Steakhouse,4.5,112,$$ - $$$
1907,Hale and Hearty Soups -- 56th Street,4.5,74,$
1908,Shake Shack,4,97,$$ - $$$
1909,Cafe Centro,4,201,$$ - $$$
1910,Olive Tree Cafe,4,144,$$ - $$$
1911,Social Bar,4,145,$$ - $$$
1912,Fine and Rare,4.5,46,$$$$
1913,Bobby Vans Central Park South,4.5,70,$$ - $$$
1914,The Ides,4,153,$$ - $$$
1915,EATALY - Il Pesce,4,88,$$ - $$$
1916,Belgian Beer Cafe,4,315,$$ - $$$
1917,Mira Sushi Izakaya,4.5,61,$$ - $$$
1918,Pio Pio 7,4,121,$$ - $$$
1919,Sushiden Sixth Ave,4,120,$$ - $$$
1920,Frank,4,141,$$ - $$$
1921,Vinnies Pizzeria,4.5,57,$
1922,Tabata Noodle,4,122,$
1923,Pagani,4.5,88,$$ - $$$
1924,Takumi,4.5,60,$
1925,Cotenna,4.5,90,$$ - $$$
1926,Kuu Ramen,4.5,64,$
1927,Battersby,4.5,71,$$$$
1928,Doma na rohu,4.5,91,$$ - $$$
1929,Takahachi Tribeca Restaurant,4.5,48,$$ - $$$
1930,Monument Lane,4,100,$$ - $$$
1931,Raos Restaurant,4.5,77,$$$$
1932,Vu,4,164,$$ - $$$
1933,Guy & Gallard,4.5,84,$
1934,Restaurant Riki,4,112,$$ - $$$
1935,Kanoyama,4.5,108,$$ - $$$
1936,El Paso Taqueria,4,99,$$ - $$$
1937,Petrarca Cucina e Vino,4,151,$$ - $$$
1938,Rosies,4.5,87,$$ - $$$
1939,Krolewskie Jadlo,4.5,69,$$ - $$$
1940,Kung Fu Kitchen,4,93,$$ - $$$
1941,Chelsea Grill,4,155,$$ - $$$
1942,Bar Six,4,101,$$ - $$$
1943,Mr. Dennehys,4.5,61,$$ - $$$
1944,The Half Pint,4,120,$$ - $$$
1945,44 Southwest Ristorante & Bar,4,320,$$ - $$$
1946,BVs Burger,3.5,472,$$ - $$$
1947,Papa Kebab,4.5,68,$
1948,2017 Bella Luna,4,129,$$ - $$$
1949,Soho Park,4,251,$
1950,Fedora Restaurant,4.5,103,
1951,Delmonico NYC,4.5,54,
1952,Piccola Cucina Estiatorio,4.5,55,
1953,Zizi Limona,4.5,57,
1954,456 Shanghai Cuisine,4,412,
1955,Indie Food & Wine,4.5,65,
1956,Kingside,4,266,
1957,The Pennsy,4,121,
1958,Graffiti,4.5,116,
1959,Dulce Vida Latin Bistro,4.5,68,
1960,Degustation,4.5,153,
1961,Mulberry & Vine,4.5,45,
1962,Onieals Restaurant,4,111,
1963,Defontes Sandwich Shop,4.5,47,
1964,Piccolo Cafe,4,154,
1965,Muldoons Irish Bar & Restaurant,4,124,
1966,La Vara,4.5,107,
1967,Thalassa,4.5,135,
1968,Otto Enoteca & Pizzeria,4,1108,
1969,Cascabel Taqueria East,4,116,
1970,Chola,4,196,
1971,Papillon Bistro & Bar,4,300,
1972,Coco & Cru,4.5,82,
1973,McGees Pub & Restaurant,4,944,
1974,Da Mikele,4.5,88,
1975,Black Sushi,4.5,78,
1976,The Cecil Restaurant,4,188,
1977,El Luchador,4.5,66,
1978,Blue Ribbon Federal Grill,4.5,42,
1979,Club Macanudo,4.5,99,
1980,Maiella,4.5,144,$$$$
1981,Southern Hospitality BBQ,4,903,$$ - $$$
1982,Kava,4.5,66,$$ - $$$
1983,Snax Spot,5,32,$
1984,The Pig & Whistle,4,94,$$ - $$$
1985,Mama Eatery,4,91,$
1986,Sushi Seki,4,127,$$$$
1987,Radio City Pizza,4,95,$
1988,Corkbuzz,4,101,$$ - $$$
1989,Wonton Noodle Garden,4,138,$
1990,Thursday Kitchen,5,34,$$ - $$$
1991,Scalinatella Restaurant,4,223,$$$$
1992,Mels Burger Bar,4,118,$$ - $$$
1993,Jaiya Thai,4,161,$$ - $$$
1994,Bobby Vans Steakhouse - 54th Street,4,171,$$$$
1995,Red Egg,4,198,$$ - $$$
1996,Pasta Lovers,3.5,510,$$ - $$$
1997,Seasoned Vegan,4.5,74,$$ - $$$
1998,Washington Square Diner,4,124,$
1999,XO Kitchen,4,100,$
2000,Amici II,4,673,$$ - $$$
2001,Outback Steakhouse,4,417,$$ - $$$
2002,Joe Jr,4,66,$
2003,Amali,4,164,$$ - $$$
2004,Bocca,4,112,$$ - $$$
2005,Lobster Joint,4.5,87,$$ - $$$
2006,Palace Restaurant Coffee House,4,163,$
2007,Moustache,4,120,$
2008,Phebes Tavern & Grill,4.5,86,$$ - $$$
2009,La Sirena Ristorante,4,219,$$$$
2010,Coogans Restaurant,4.5,84,$$ - $$$
2011,Sushi You,4.5,51,$$ - $$$
2012,Le Botaniste,4.5,45,$$ - $$$
2013,Masa,4,254,$$$$
2014,Potbelly Sandwich Works,4,92,$
2015,The Flame,4,93,$
2016,Caracas Arepa Bar,4.5,58,$$ - $$$
2017,Little Prince,4,138,$$ - $$$
2018,Moti Mahal Delux,4,135,$$ - $$$
2019,Agozar Cuban Restaurant,4,124,$$ - $$$
2020,Socarrat Paella Bar,4,195,$$ - $$$
2021,Dawat Haute Indian Cuisine,4,197,$$ - $$$
2022,Bella Vita Pizzeria & Trattoria,4,643,$$ - $$$
2023,Via Emilia,4.5,122,$$ - $$$
2024,Roof Garden Cafe and Martini Bar,4,123,$$ - $$$
2025,Cafe Loup,4,117,$$ - $$$
2026,Basiles Pizza,4.5,73,$
2027,Cafe Clover,4,87,$$ - $$$
2028,Asellina,4,228,$$ - $$$
2029,Sfoglia,4,128,$$$$
2030,Left Bank Burger Bar,4.5,56,$$ - $$$
2031,El Azteca,4.5,109,$$ - $$$
2032,El Pote Espanol,4,91,$$ - $$$
2033,Nathans Famous,4,239,$
2034,Madangsui,4,155,$$ - $$$
2035,Houlihans,4,245,$$ - $$$
2036,BlackTail,4.5,47,$$ - $$$
2037,Bobwhite Lunch and Supper Counter,4.5,56,$
2038,Toro,4,198,$$ - $$$
2039,Ulivo,4.5,84,$$ - $$$
2040,La Loteria,4.5,61,$$ - $$$
2041,Lilli and Loo,4,120,$$ - $$$
2042,Broadstone Bar & Kitchen,4,84,$$ - $$$
2043,Till & Sprocket,4.5,40,$$ - $$$
2044,Persepolis,4,139,$$ - $$$
2045,55 Fulton Market,4.5,62,$
2046,Takumi Taco,4.5,50,$
2047,Pret A Manger,4,66,$
2048,Negril Village,4,174,$$ - $$$
2049,Mission Ceviche,5,31,$
2050,Lucky Strike,4,153,$$ - $$$
2051,FOUR @ YOTEL New York,4.5,89,$$ - $$$
2052,Walters,4.5,90,$$ - $$$
2053,Lilis 57,4,179,$$ - $$$
2054,Grand Banks,4,114,$$ - $$$
2055,Chez Napoleon,4,233,$$ - $$$
2056,Dishes,4,89,$$ - $$$
2057,Brooklyn Winery,4.5,64,$$ - $$$
2058,Toasties,4,61,$
2059,Gyu-Kaku - Mid Town,4,231,$$ - $$$
2060,Kings of Kobe,4.5,32,$
2061,Mulberry Street Bar,4,232,$$ - $$$
2062,Ponty Bistro Harlem,4.5,57,$$ - $$$
2063,Hole in the Wall Cafe & Cocktail Bar,5,29,$
2064,American Girl Place New York Cafe,4,270,$$ - $$$
2065,Matisse Restaurant,4,117,$$ - $$$
2066,Seamores Seafood Restaurant,4,125,$$ - $$$
2067,Cafe Europa - Sixth Ave,4,174,$
2068,Kaboozs Bar and Grill,4,103,$$ - $$$
2069,A Salt and Battery,4,148,$
2070,La Nonna Ristorante & Bar,4.5,74,$$ - $$$
2071,El Sombrero Restaurant,4.5,70,$$ - $$$
2072,Blue Ribbon Sushi Bar - Hudson Eats,4.5,44,$$ - $$$
2073,ruchi,4,210,$$ - $$$
2074,Turkish Cuisine,4,199,$$ - $$$
2075,Vivolo Restaurant,4.5,97,$$ - $$$
2076,Shi,4.5,110,$$ - $$$
2077,Jaspers Taphouse,4.5,62,$$ - $$$
2078,The Wright,4,155,$$ - $$$
2079,Edwards Steak House,4.5,101,$$$$
2080,Pho Pasteur,4.5,90,$
2081,Freeks Mill,4.5,39,$$ - $$$
2082,Milos Cafe,4.5,48,$$$$
2083,Lexington pizza parlor,4.5,75,$$ - $$$
2084,Studio Cafe at The Whitney Museum of American Art,4,133,$$ - $$$
2085,Hanjan,4.5,74,$$ - $$$
2086,La Tarte Flambee,4.5,65,$$ - $$$
2087,Serafina,3.5,332,$$ - $$$
2088,Joes Pizza,4.5,46,$
2089,Oxford Cafe,4,160,$
2090,Famous Famiglia Pizza,4,124,$
2091,Campagnola Restaurant,4,159,$$$$
2092,Flat Top,4,72,$$ - $$$
2093,Tortaria,4,85,$
2094,Bobs Steak and Chop House,4,90,$$$$
2095,Cafe Wha,4,158,$$ - $$$
2096,Leuca,4.5,91,$$ - $$$
2097,Alma,4,138,$$ - $$$
2098,Feile,4,115,$$ - $$$
2099,Au Bon Pain,4,219,$
2100,Shalel,4.5,50,$$ - $$$
2101,SakaMai,4.5,56,$$ - $$$
2102,Mole Restaurante Mexicano & Tequileria,4,137,$$ - $$$
2103,The Terrace Club,4,86,$$ - $$$
2104,Mr Biggs Bar & Grill,4,189,$$ - $$$
2105,Cafe Eighty Two,4,124,$
2106,Cozy Soup & Burger,4,218,$
2107,Bustan NYC,4,130,$$ - $$$
2108,Taqueria Downtown,4,202,$
2109,Characters Grill,4,97,$$ - $$$
2110,Adoro Lei,4.5,53,$$ - $$$
2111,Santa FE Restaurant,4,97,$$ - $$$
2112,La Villa Pizzeria,4.5,80,$$ - $$$
2113,Somtum Der,4,77,$$ - $$$
2114,Felice 64,4.5,64,$$ - $$$
2115,The Drunken Munkey,4,88,$$ - $$$
2116,Las Ramblas,4.5,88,$$ - $$$
2117,Fonda Manhattan,4.5,59,$$ - $$$
2118,Han Bat Restaurant,4,146,$$ - $$$
2119,Wallse,4,160,$$$$
2120,Honshu,4.5,78,$$ - $$$
2121,Rancho Tequileria,4,74,$$ - $$$
2122,Essex Restaurant,4,109,$$ - $$$
2123,Flora Bar,4,105,$$ - $$$
2124,Broccolino Italian Restaurant,4.5,74,$$ - $$$
2125,Vatan,4,177,$$ - $$$
2126,VLife,4.5,42,$
2127,Mezzaluna,4.5,88,$$ - $$$
2128,Arabesque,4.5,124,$$ - $$$
2129,Dig Inn,4,102,$
2130,Nomo Soho Restaurant,4,190,$$ - $$$
2131,Wolfgangs Steakhouse - Tribeca,4,299,$$$$
2132,Casa Agave,4.5,77,$$ - $$$
2133,Groove,4,112,$$ - $$$
2134,Pret A Manger,4,72,$
2135,Whole Foods Market,4.5,65,$$ - $$$
2136,La Defense,4,84,$$ - $$$
2137,Bella Napoli,4,305,$$ - $$$
2138,Ristorante Grifone,4.5,83,$$$$
2139,PN Wood Fired Pizza,4.5,80,$$ - $$$
2140,Sen Sakana,4.5,70,$$$$
2141,Barrio Chino,4,121,$$ - $$$
2142,Peking Duck House,4,219,$$ - $$$
2143,El Malecon Restaurant,4,85,$$ - $$$
2144,Dellaroccos,4,99,$$ - $$$
2145,Crossroads American Kitchen & Bar,4,194,$$ - $$$
2146,Tsushima,4,96,$$ - $$$
2147,Bono Trattoria,4.5,40,$$ - $$$
2148,LoLos Seafood Shack,4.5,58,$$ - $$$
2149,Dos Caminos,4,789,$$ - $$$
2150,Malai Marke,4,85,$$ - $$$
2151,Naples 45 Ristorante e Pizzeria,3.5,311,$$ - $$$
2152,Luce Restaurant & Enoteca,4,133,$$ - $$$
2153,Brooklyn Heights Wine Bar,4,112,$$ - $$$
2154,Famiglia Pizzeria,4,65,$
2155,Little Poland Restaurant,4,97,$$ - $$$
2156,Blooms Tavern,4,73,$$ - $$$
2157,Great Jones Cafe,4.5,79,$$ - $$$
2158,Bocca Di Bacco,4,106,$$ - $$$
2159,Cafe Martinique,3.5,511,$$ - $$$
2160,15 East Restaurant,4,164,$$$$
2161,Pret A Manger,4.5,47,$
2162,Two Boots Hells Kitchen,4,91,$
2163,San Pietro Ristorante,4,115,$$$$
2164,Cucina & Co.,3.5,249,$$ - $$$
2165,Golden Unicorn Restaurant,3.5,460,$$ - $$$
2166,Volare,4.5,78,$$ - $$$
2167,Mexicue,4,78,$$ - $$$
2168,Sophies Cuban Cuisine,4,81,$
2169,Fumo Pizza-Bar-Pasta,4.5,50,$$ - $$$
2170,Tinys Giant Sandwich Shop,4.5,75,$
2171,Maharlika,4,87,$$ - $$$
2172,Madison Bistro,4,224,$$ - $$$
2173,NY Luncheonette,4.5,40,$
2174,Mr. Taka Ramen,4.5,48,$
2175,Il Forno,3.5,459,$$ - $$$
2176,Mandolino,5,30,$$ - $$$
2177,Soto,4,147,$$$$
2178,Numero 28 Cucina,4.5,45,$$ - $$$
2179,Flavors,4.5,75,$
2180,Esanation,4,78,$$ - $$$
2181,Ferdinandos Focacceria,4.5,60,$$ - $$$
2182,Jin Ramen Uws,4.5,56,$$ - $$$
2183,Le Veau Dor,4.5,87,$$ - $$$
2184,Europa Cafe,4,120,$
2185,The Kunjip,4,304,$$ - $$$
2186,Il Cafe Latte II,4.5,42,$
2187,Huertas,4.5,71,$$ - $$$
2188,Vinateria,4,94,$$ - $$$
2189,Sons of Essex,4,95,$$ - $$$
2190,Shelter Pizza,4,90,$$ - $$$
2191,The Black Ant,4.5,69,$$ - $$$
2192,American Cut Steakhouse Tribeca,4,181,$$$$
2193,Left Bank,4.5,86,$$ - $$$
2194,Sutton Inn,4.5,73,$$$$
2195,Hotel Chantelle,4,160,$$ - $$$
2196,Le Barricou,4.5,83,$$ - $$$
2197,Vin et Fleurs,4,111,$$ - $$$
2198,Potbelly Sandwich Works,4.5,57,$
2199,Palm Court,4,933,$$$$
2200,Row House,4.5,48,$$ - $$$
2201,Lugo Cucina,4,190,$$ - $$$
2202,Mannas Soul Food Restaurant,4.5,85,$
2203,Ducks Eatery,4.5,76,$$ - $$$
2204,Pio Pio 3,4.5,86,$$ - $$$
2205,The Wild Son,4.5,32,$$ - $$$
2206,Cafe du Soleil,4,136,$$ - $$$
2207,Giorgione,4,109,$$ - $$$
2208,Ousia,4.5,52,$$ - $$$
2209,Oxford Cafe,4,173,$
2210,Rouge Tomate Chelsea,4.5,60,$$$$
2211,Le Coucou,4.5,64,$$$$
2212,Jazz at Kitano,4,93,$$ - $$$
2213,Sola Pasta Bar,4.5,50,$$ - $$$
2214,The Hummus & Pita Co.,4.5,67,$
2215,Burger Heaven,4,215,$$ - $$$
2216,Swing 46 Jazz and Supper Club,4,165,$$ - $$$
2217,Tenzan,4.5,73,$$ - $$$
2218,Duane Park,4.5,108,$$$$
2219,Cheryls Global Soul,4.5,80,$$ - $$$
2220,Savann Restaurant,4.5,47,$$ - $$$
2221,Despana,4.5,56,$$ - $$$
2222,The Rose Club at The Plaza in NYC,4.5,71,$$$$
2223,Au Zaatar,4.5,82,$$ - $$$
2224,Slatterys Midtown Pub,4.5,72,$$ - $$$
2225,Lucys Cantina Royale,3.5,332,$$ - $$$
2226,The Wheeltapper,4,152,$$ - $$$
2227,Maries Crisis,4,180,$
2228,Yakiniku Futago,4.5,39,$$$$
2229,Peter Lugars,4,99,$$$$
2230,Farinella Italian Bakery Pizza,4.5,80,$$ - $$$
2231,Blue Seafood Bar,4.5,67,$$ - $$$
2232,Joya,4,176,$
2233,Cafe Metro,4,104,$
2234,Grey Bar & Restaurant,4.5,47,$$ - $$$
2235,Uncle Marios Brick Oven Pizza,4,362,$$ - $$$
2236,Tipsy Parson,4,168,$$ - $$$
2237,Maison Hugo,4.5,59,$$ - $$$
2238,Whitmans Restaurant,4.5,81,$$ - $$$
2239,Belle Reve,4.5,42,$$ - $$$
2240,Paulaner,4.5,86,$$ - $$$
2241,Serafina Fabulous Pizza,4,207,$$ - $$$
2242,Cafe R,4,137,$
2243,Alcala,4,124,$$ - $$$
2244,Pret A Manger,4,73,$
2245,Jones Wood Foundry,4,93,$$ - $$$
2246,Bella Vita Pizzeria,4,200,$
2247,The Beekman Pub,4,103,$$ - $$$
2248,Asuka Japanese Fusion & Lounge,4.5,103,$$ - $$$
2249,Uskudar Turkish Restaurant,4,79,$$ - $$$
2250,Giardino Doro,4.5,63,$$ - $$$
2251,Bar Pitti,3.5,578,$$ - $$$
2252,Delizia 73,4.5,57,$$ - $$$
2253,Hale & Hearty Soups - West 42nd St.,4.5,48,$
2254,Diner,4,168,$$ - $$$
2255,Tutto Il Giorno,4,87,$$$$
2256,La Carafe,4,148,$$ - $$$
2257,Chipotle Mexican Grill,4,156,$
2258,Brinkleys Broome Street,4,80,$$ - $$$
2259,Naked Dog,4.5,38,$$ - $$$
2260,Trailer Park Lounge and Grill,4,115,$
2261,Shilla,4,123,$$ - $$$
2262,The Grill,4,81,$$$$
2263,Ruths Chris Steak House,4,205,$$$$
2264,Han Dynasty,4,84,$$ - $$$
2265,JoJo,4.5,37,$$$$
2266,Avant Garden,4.5,54,$$ - $$$
2267,Punch,4,82,$$ - $$$
2268,Jewel Bako,4.5,80,$$$$
2269,Ollies Sichuan Restaurant,4,242,$$ - $$$
2270,Little Basil,4.5,66,$$ - $$$
2271,Max Soha,4,72,$$ - $$$
2272,Lucien Restaurant,4,152,$$ - $$$
2273,Wah Fung Fast Food,4.5,39,$
2274,Chelsea Square Restaurant,4,117,$$ - $$$
2275,Cafe Petisco,4.5,60,$$ - $$$
2276,Burger Heaven,4,179,$
2277,Bricco Restaurant,4,178,$$ - $$$
2278,SOCO,4,156,$$ - $$$
2279,Uncle Gussys,5,50,$
2280,Tasty Dumpling,4,79,$
2281,Esca,3.5,805,$$$$
2282,Putnams,4.5,48,$$ - $$$
2283,Arte Cafe,4,290,$$ - $$$
2284,Belle Harlem,5,30,$$ - $$$
2285,Friend of a Farmer,4,89,$$ - $$$
2286,Zaros Bread Basket,4,99,$
2287,Surfish,4.5,68,$$ - $$$
2288,2nd Avenue Deli and 2nd Floor Bar & Essen,4,122,$$ - $$$
2289,The Bar Downstairs,4,74,$$ - $$$
2290,Hells Chicken,4.5,50,$$ - $$$
2291,Market Crates,4.5,37,$
2292,Momoya,4,83,$$ - $$$
2293,The Vine NYC,4,91,$$ - $$$
2294,Celeste,4,226,$$ - $$$
2295,Bobby Vans Steakhouse & Grill,4,247,$$$$
2296,Pongal,4,166,$$ - $$$
2297,Captain Cafe,4,105,$
2298,Empire Pizza,4,128,$
2299,Upholstery Store,4.5,53,$$ - $$$
2300,Westville East,4.5,64,$$ - $$$
2301,Riko Peruvian Cuisine,4,73,$$ - $$$
2302,Sweetwater Restaurant,4,79,$$ - $$$
2303,Hakata TonTon,4.5,69,$$ - $$$
2304,The Brooklyn Barge,5,30,$$ - $$$
2305,Bar Sardine,4.5,54,$$ - $$$
2306,Rock Center Cafe,3.5,1163,$$ - $$$
2307,Souths Bar & Restaurant,4.5,56,$$ - $$$
2308,Amada,4,88,$$ - $$$
2309,Butcher & Banker,4.5,37,$$$$
2310,Mamouns Falafel,4.5,55,$
2311,Sasabune,4.5,94,$$$$
2312,Baker Street,4,73,$$ - $$$
2313,Burger Burger,4.5,63,$
2314,Oficina Latina,4,110,$$ - $$$
2315,Europa Cafe,4,130,$
2316,Nickel & Diner,4.5,57,$$ - $$$
2317,Schnippers,4,83,$
2318,St Patricks Bar and Grill,4,127,$$ - $$$
2319,Green Apple Gourmet,4,97,$
2320,Tarallucci E Vino Upper West Side,4.5,71,$$ - $$$
2321,Union Square Burger,4.5,28,$
2322,Rogue,4,84,$$ - $$$
2323,Spoonfed NYC,4.5,30,$$ - $$$
2324,Oiji,4.5,52,$$ - $$$
2325,Taproom 307,4.5,76,$$ - $$$
2326,Ho Yip Chinese Restaurant,4,82,$
2327,Whole Foods Market,4,65,$$ - $$$
2328,Vida Verde,4.5,37,$$ - $$$
2329,Mr. Chow - 57th,4,282,$$$$
2330,Hectors Restaurant,4,73,$
2331,GRK Fresh Greek - Financial District,4,108,$
2332,The Jolly Monk,4,118,$$ - $$$
2333,Spice,4,136,$$ - $$$
2334,Smorgas Chef at Scandinavia House,4,111,$$ - $$$
2335,Herald Square Market,4,70,$
2336,Udon West,4,98,$
2337,Shortys Pearl Street,4.5,31,$$ - $$$
2338,Cajun Sea,4,60,$$ - $$$
2339,VBar Seaport,4.5,48,$$ - $$$
2340,Hummus Place,4,74,$$ - $$$
2341,Fort Defiance,4.5,47,$$ - $$$
2342,Shuka,4.5,35,$$ - $$$
2343,Bread & Honey,4.5,80,$
2344,Georgios Pizzeria,4.5,47,$
2345,Bread & Butter,4,112,$
2346,Desnuda,4.5,48,$$ - $$$
2347,P J Morans,4,214,$$ - $$$
2348,Stags Head,4.5,64,$$ - $$$
2349,La Cava,4.5,60,$$ - $$$
2350,Balzem,4,83,$$ - $$$
2351,Wild Ginger,4.5,39,$$ - $$$
2352,Tenzan,4,129,$$ - $$$
2353,St. James Gate,4.5,59,$$ - $$$
2354,Citizens of Chelsea,4.5,29,$$ - $$$
2355,Ofrenda,4,97,$$ - $$$
2356,Forcella,4,79,$$ - $$$
2357,Spaghetti Incident,4.5,48,$$ - $$$
2358,Island,4,120,$$ - $$$
2359,Fabianes,4,80,$$ - $$$
2360,Luckys Famous Burgers,4,85,$
2361,Tang Pavilion,4,191,$$ - $$$
2362,Brick Lane Curry House,4,205,$$ - $$$
2363,Librettos Pizzeria & Restaurant,4.5,56,$
2364,Barcade,4.5,64,$$ - $$$
2365,Patrizias of Manhattan,4.5,55,$$ - $$$
2366,Davids Brisket House,4.5,74,$$ - $$$
2367,The Bread Factory Cafe,4,86,$
2368,Merilu Pizza Al Metro,4.5,54,$
2369,The Park,3.5,504,$$ - $$$
2370,Amber Upper West,4,87,$$ - $$$
2371,Amor Cubano,4,80,$$ - $$$
2372,Ginnys Supper Club,4.5,56,$$ - $$$
2373,New York Burger Co.,4.5,50,$
2374,Gabriels,4,199,$$$$
2375,Tinas Cuban Cuisine,4.5,61,$
2376,Piccolo Angolo,4,153,$$ - $$$
2377,Chikarashi,4.5,34,$$ - $$$
2378,Massoni,4,77,$$ - $$$
2379,Seven Hills Mediterranean Grill,4,93,$$ - $$$
2380,Karma Kafe - An Indian Bistro,4,103,$$ - $$$
2381,The Triple Crown Ale House & Restaurant,4,177,$$ - $$$
2382,Edi and the Wolf,4,94,$$ - $$$
2383,The House,4,120,$$ - $$$
2384,Sapphire Indian Cuisine,4,196,$$ - $$$
2385,Cucharamama,4,118,$$ - $$$
2386,Mooncake Foods,4.5,79,$
2387,Subway,4,83,$
2388,The Ribbon,4,139,$$ - $$$
2389,Pam Real Thai Food 49,4,105,$
2390,The Grey Dog,4.5,36,$$ - $$$
2391,Harrys Pizza Parlor,4.5,68,$
2392,Aaheli,4.5,83,$$ - $$$
2393,The Pembroke Room,4.5,72,$$$$
2394,Lan Zhou Handmade Noodle,4.5,69,$
2395,Flute Midtown,4.5,83,$$ - $$$
2396,Genuine Roadside,4.5,71,$
2397,Havana Alma de Cuba,4,156,$$ - $$$
2398,Uncle Teds,4,77,$$ - $$$
2399,Deluxe Green Bo Restaurant,4,200,$
2400,Komegashi Too,4.5,82,$$ - $$$
2401,Three Guys Restaurant,4,222,$$ - $$$
2402,Korali,4.5,63,$$ - $$$
2403,Galata Mediterranean Cuisine,4.5,34,$$ - $$$
2404,Terri,4.5,39,$
2405,Bella Napoli,4.5,39,$
2406,Snack Taverna,4.5,78,$$ - $$$
2407,Yakitori Taisho,4,155,$$ - $$$
2408,AperiTIVO Pizza Bar,4,184,$$ - $$$
2409,Cafe Metro,4,77,$
2410,Saravanaa Bhavan,4,108,$$ - $$$
2411,Hot & Crusty,4,54,$
2412,Gari of Columbus,4,104,$$$$
2413,Pardon My French,4.5,55,$$ - $$$
2414,Bacaro,4,84,$$ - $$$
2415,Maoz,4.5,68,$
2416,Fusco,4.5,36,$$$$
2417,Sachi Asian Bistro,4.5,48,$$ - $$$
2418,Trump Tower Bar and Grill,4,382,$$ - $$$
2419,Dorado Tacos & Quesadillas,4.5,38,$
2420,Terrace @ YOTEL New York,4,115,$$ - $$$
2421,LAppart,5,30,$$$$
2422,The Park Room at The Helmsley Park Lane Hotel,4,191,$$ - $$$
2423,Malaparte,4,112,$$ - $$$
2424,Beacon Bar,4,61,$$ - $$$
2425,Building on Bond,4.5,63,$$ - $$$
2426,Porto-bello Restaurant,4,87,$$ - $$$
2427,The Regency Bar & Grill,4,139,$$$$
2428,Schilling,4.5,52,$$ - $$$
2429,Go! Go! Curry!,4,78,$
2430,Affinia Restaurant,4,98,
2431,Congee Village,4,176,
2432,Gin Parlour - Intercontinental New York,4.5,60,
2433,Mimi Chengs Dumplings,4,84,
2434,Route 66 Smokehouse,4,152,
2435,Le Pain Quotidien Tribeca,4,147,
2436,Latitude Bar & Lounge,4,124,
2437,Rossopomodoro,4.5,44,
2438,Chez Moi,4.5,66,
2439,Morso,4,98,
2440,Morgan Cafe,4,75,
2441,Stone Street Tavern,4,149,
2442,Gramercy Cafe,4,96,
2443,Comodo,4.5,60,
2444,Aunt Rosies Restaurant & Diner,4.5,60,
2445,Samurai Mama,4.5,76,
2446,Xian Famous Foods,4.5,45,
2447,Jack Demseys,4,144,
2448,Tataki Japanese Restaurant,4.5,63,
2449,Ali Baba Turkish Cuisine,4,233,
2450,Queen of Sheba,4,183,
2451,Habana Outpost,4,69,
2452,Dark Horse,4.5,83,
2453,The Ellington,4,70,
2454,Cloud Social,4.5,47,
2455,Bevacco,4,94,
